-74.97 32.88 -1041 130 -69.94 33.01 -470 23 -57.50 32.86 119 100 -53.43 32.87 -47 107
151.76 32.49 -448 33 -172.07 32.13 -241 42 -154.65 32.30 -276 30 -75.08 32.35 -896 131
-73.95 31.60 -801 52 -71.78 32.45 -735 35 -70.61 32.45 -749 32 -32.71 31.88 869 47
-31.14 31.85 527 60 -135.40 31.08 423 71 -120.90 31.30 49 30 -120.12 30.93 146 33
-75.01 30.99 -68 94 -74.33 31.41 -652 62 -72.95 30.73 -817 43 -66.00 30.72 71 12
135.07 29.74 -822 53 -152.68 30.45 -61 27 -121.73 29.87 413 24 -75.23 30.24 -148 58
-74.00 30.13 -362 65 -73.42 30.46 -725 50 136.53 28.75 -663 37 -153.52 28.75 184 79
-152.47 29.33 -374 22 -117.58 29.13 370 68 -117.41 28.77 281 49 -76.01 29.06 -361 35
-74.78 28.63 -302 41 -74.00 29.01 -355 53 -73.34 29.33 -303 70 -64.65 29.42 148 8
-174.18 28.34 -94 74 -127.42 28.08 -238 26 -75.80 28.09 -345 37 -75.25 28.03 -192 32
-169.08 26.70 792 27 -121.58 27.40 -238 21 -76.00 27.34 -365 43 -74.72 27.01 -139 38
-74.15 26.79 13 42 -70.22 27.50 -475 17 -69.14 27.37 -414 17 -168.83 26.07 1404 67
-163.70 25.50 502 8 -74.11 26.34 -27 23 -72.45 25.73 -493 83 -70.15 26.13 -725 82
-67.59 25.77 -432 66 -178.02 25.44 164 40 -160.32 24.67 896 21 -134.57 24.77 427 59
-92.41 25.13 -1857 347 -90.58 25.32 -1371 205 -90.49 25.11 -1635 225 -69.26 24.66 -586 82
-56.00 24.70 -829 5 -55.37 24.53 -661 2 128.12 23.86 -507 44 146.08 23.57 -636 40
-165.48 24.34 492 99 -160.48 23.96 683 0 -156.13 23.62 1376 24 -116.63 24.50 260 31
-54.88 24.40 -366 2 -51.46 23.51 -236 1 130.97 23.38 -111 22 138.78 23.44 -489 32
-156.58 23.10 1189 12 -155.90 22.80 1200 12 -151.00 23.00 -266 54 -148.05 22.97 71 65
-137.50 23.07 -98 34 -58.25 23.49 -343 73 -50.00 23.13 109 1 -49.00 22.88 67 1
-48.00 22.80 187 1 65.50 22.49 -235 190 -166.12 22.50 593 51 -155.22 22.22 1185 30
-116.05 21.97 77 36 131.88 20.10 -747 42 -161.42 20.30 821 5 -160.00 19.54 415 46
67.48 18.97 642 50 138.35 19.05 -741 12 -177.32 19.03 225 37 -157.70 18.87 687 71
-128.50 19.37 10 35 69.70 17.62 507 46 140.99 18.09 -633 51 -57.38 17.94 -573 53
69.94 16.83 599 30 -23.50 17.30 843 82 53.47 16.18 1414 61 69.80 16.43 607 25
136.78 15.62 -427 34 51.54 14.58 1514 88 -151.90 14.68 -295 57 -124.20 14.97 46 14
52.02 14.02 927 65 53.07 13.69 1069 33 69.42 13.73 393 14 69.58 13.79 623 8
130.53 14.16 -1055 23 46.30 12.91 1824 75 69.84 12.60 427 9 -24.35 13.48 372 50
44.31 11.77 2224 35 168.37 12.45 651 59 -111.05 12.22 260 90 -103.80 11.63 154 46
-98.78 12.18 -192 67 45.01 10.88 1924 63 69.38 11.32 182 11 69.86 10.98 406 6
161.58 11.33 1019 80 165.17 11.20 522 67 -145.88 10.72 296 46 -104.77 10.88 204 41
70.14 9.91 250 8 70.75 9.60 401 9 -93.48 9.80 427 33 70.19 9.46 288 6
70.44 8.18 697 7 120.28 7.58 -808 65 70.67 7.37 866 95 122.14 5.56 -824 90
-123.98 5.78 -75 71 122.83 4.08 -1254 101 -115.68 4.07 -75 62 -4.20 3.90 -599 167
123.62 2.92 -1597 100 138.17 2.91 -57 42 -2.77 2.91 -911 43 140.33 2.41 134 37
143.27 1.86 -71 43 -19.66 2.45 252 67 169.18 0.78 101 106 -116.08 1.45 231 78
-39.08 0.98 596 82 -123.43 0.18 -148 57 -23.86 -0.07 160 67 -22.68 0.17 198 25
-131.52 -1.38 -248 40 -40.07 -1.12 30 132 -26.67 -1.27 522 68 47.03 -2.92 -119 81
49.60 -3.47 795 56 51.48 -3.60 620 86 -114.22 -3.62 -262 67 54.59 -5.43 1244 17
58.48 -5.33 911 42 59.22 -5.42 1018 75 60.03 -5.45 550 40 74.30 -5.37 698 41
75.08 -5.35 470 56 54.84 -5.96 806 27 63.07 -5.52 1142 70 63.73 -5.55 325 38
69.97 -5.66 301 93 54.64 -6.65 757 22 -118.67 -7.33 -96 66 174.93 -9.02 162 35
56.50 -9.83 1233 39 57.12 -9.97 1428 95 57.88 -10.08 1488 39 -110.63 -9.67 362 64
153.81 -10.65 -69 0 -142.42 -11.33 433 20 -133.58 -10.75 618 30 109.62 -11.67 -35 102
115.45 -11.88 314 40 119.12 -12.49 254 8 -128.95 -11.77 328 43 93.22 -13.15 -169 11
115.35 -12.85 67 69 149.92 -12.58 -781 104 -143.55 -12.78 396 21 -108.50 -13.47 -150 53
90.80 -13.83 -10 18 115.55 -13.78 -656 56 118.43 -13.52 -439 48 154.11 -14.35 -371 37
-119.17 -14.27 271 54 -79.07 -13.58 218 38 108.15 -14.95 -157 41 113.48 -15.38 -319 19
114.01 -15.40 -39 11 150.62 -14.80 -322 176 153.44 -15.05 -168 16 153.81 -14.86 -332 21
-136.10 -15.03 9 42 -112.08 -14.73 60 39 89.32 -16.42 -380 59 114.22 -15.59 -294 10
-168.52 -16.27 -505 76 -160.98 -17.47 487 46 112.54 -17.80 970 3 -176.35 -18.32 653 0
-158.67 -17.53 313 27 -141.43 -18.47 168 60 38.26 -18.72 40 234 -176.44 -18.57 706 0
-81.55 -18.98 418 70 162.32 -20.01 44 50 162.74 -19.90 129 47 -175.94 -19.52 299 0
-113.75 -20.30 -203 71 97.20 -20.72 -288 27 -37.44 -21.48 128 45 37.81 -22.14 440 77
178.55 -21.92 -907 98 -147.63 -21.70 347 19 -79.07 -21.55 365 29 -38.54 -22.27 592 54
-37.32 -21.66 146 43 10.28 -23.15 -219 54 10.80 -23.00 -51 62 106.39 -23.22 -183 6
106.53 -23.27 -472 18 111.59 -22.70 -273 21 164.95 -23.00 418 99 -117.83 -23.27 336 67
-38.58 -22.53 717 52 10.32 -23.60 -315 57 36.45 -24.02 1571 78 166.04 -24.32 114 55
170.83 -23.90 -510 61 171.80 -23.53 -1145 79 57.45 -24.57 364 50 104.20 -25.05 564 41
107.79 -25.33 -340 5 11.39 -26.20 -227 44 11.99 -25.95 -56 59 -36.66 -26.22 21 32
-36.36 -26.23 -38 36 11.42 -26.67 -247 43 11.54 -26.55 -199 47 58.17 -26.93 -359 45
110.11 -27.08 -636 10 155.87 -27.10 -398 114 -88.82 -27.07 429 18 -45.60 -27.29 378 140
-45.34 -27.40 78 137 156.10 -27.78 -88 134 -106.93 -27.93 314 58 -96.32 -28.02 570 20
-45.41 -27.54 113 131 37.15 -29.49 -216 64 112.53 -29.26 -266 21 13.10 -30.07 60 87
33.38 -30.27 931 61 33.68 -30.38 892 59 111.52 -29.70 25 49 113.60 -30.28 263 12
176.00 -29.50 -317 101 176.77 -29.92 -658 59 13.41 -31.16 138 73 13.86 -31.21 138 87
61.87 -31.48 296 51 62.60 -31.35 687 27 113.41 -31.23 -26 14 13.48 -31.72 161 71
13.93 -31.73 241 81 32.49 -31.81 -24 115 61.50 -31.54 836 44 111.40 -32.48 2 13
111.68 -32.49 66 13 113.16 -32.10 376 7 113.81 -31.64 36 22 14.35 -32.53 386 94
31.26 -33.37 61 106 31.94 -33.03 559 103 62.08 -33.09 -40 36 102.75 -32.75 325 25
103.50 -33.02 290 77 109.32 -32.76 -104 13 110.31 -32.51 9 8 16.00 -34.08 194 36
96.02 -33.80 -81 45 105.92 -34.18 -323 43 28.48 -35.49 126 108 29.09 -35.37 -25 92
111.06 -35.35 123 13 112.04 -35.37 -8 9 73.67 -35.77 224 73 111.49 -35.84 218 2
111.59 -35.66 38 6 76.38 -36.85 743 79 78.52 -37.25 668 42 133.98 -36.89 -933 132
134.63 -37.12 -991 166 87.65 -37.93 -51 36 63.97 -39.75 271 54 -132.88 -40.60 -98 15
-96.08 -42.73 -263 55 -104.43 -43.77 185 59 -110.62 -44.58 -161 26 -45.13 -55.37 -764 16
-44.83 -56.01 -235 11 -44.56 -56.54 -29 17 11.48 -62.49 409 4 11.86 -61.99 470 4
11.11 -63.00 147 4 10.46 -63.88 -112 7 10.62 -63.65 -19 6 15.41 74.31 471 184
9.86 73.17 1190 146 13.46 72.09 948 187 -12.00 71.94 985 76 15.91 70.38 899 145
